t,x0,x1
0.0588,0.000922175,0.0288361
0.0589,0.000925059,0.0288489
0.059,0.000927944,0.0288615
0.0591,0.00093083,0.0288738
0.0592,0.000933717,0.028886
0.0593,0.000936606,0.028898
0.0594,0.000939496,0.0289099
0.0595,0.000942387,0.0289215
0.0596,0.000945279,0.028933
0.0597,0.000948172,0.0289442
0.0598,0.000951067,0.0289553
0.0599,0.000953962,0.0289662
0.06,0.000956859,0.028977
0.0601,0.000959756,0.0289875
0.0602,0.000962655,0.0289979
0.0603,0.000965555,0.0290081
0.0604,0.000968456,0.0290181
0.0605,0.000971358,0.0290279
0.0606,0.00097426,0.0290376
0.0607,0.000977164,0.0290471
0.0608,0.000980069,0.0290564
0.0609,0.000982975,0.0290656
0.061,0.000985881,0.0290745
0.0611,0.000988789,0.0290833
0.0612,0.000991697,0.029092
0.0613,0.000994606,0.0291004
0.0614,0.000997516,0.0291087
0.0615,0.00100043,0.0291168
0.0616,0.00100334,0.0291248
0.0617,0.00100625,0.0291326
0.0618,0.00100916,0.0291402
0.0619,0.00101208,0.0291476
0.062,0.00101499,0.0291549
0.0621,0.00101791,0.0291621
0.0622,0.00102082,0.029169
0.0623,0.00102374,0.0291759
0.0624,0.00102666,0.0291825
0.0625,0.00102958,0.029189
0.0626,0.0010325,0.0291953
0.0627,0.00103542,0.0292015
0.0628,0.00103834,0.0292075
0.0629,0.00104126,0.0292134
0.063,0.00104418,0.0292191
0.0631,0.0010471,0.0292246
0.0632,0.00105002,0.02923
0.0633,0.00105295,0.0292353
0.0634,0.00105587,0.0292404
0.0635,0.00105879,0.0292453
0.0636,0.00106172,0.0292501
0.0637,0.00106464,0.0292548
0.0638,0.00106757,0.0292593
0.0639,0.00107049,0.0292637
0.064,0.00107342,0.0292679
0.0641,0.00107635,0.0292719
0.0642,0.00107927,0.0292759
0.0643,0.0010822,0.0292797
0.0644,0.00108513,0.0292833
0.0645,0.00108806,0.0292868
0.0646,0.00109099,0.0292902
0.0647,0.00109392,0.0292934
0.0648,0.00109685,0.0292965
0.0649,0.00109978,0.0292995
0.065,0.00110271,0.0293023
0.0651,0.00110564,0.029305
0.0652,0.00110857,0.0293075
0.0653,0.0011115,0.02931
0.0654,0.00111443,0.0293123
0.0655,0.00111736,0.0293144
0.0656,0.00112029,0.0293165
0.0657,0.00112322,0.0293184
0.0658,0.00112615,0.0293202
0.0659,0.00112909,0.0293218
0.066,0.00113202,0.0293234
0.0661,0.00113495,0.0293248
0.0662,0.00113788,0.0293261
0.0663,0.00114082,0.0293272
0.0664,0.00114375,0.0293283
0.0665,0.00114668,0.0293292
0.0666,0.00114961,0.0293301
0.0667,0.00115255,0.0293308
0.0668,0.00115548,0.0293313
0.0669,0.00115841,0.0293318
0.067,0.00116135,0.0293322
0.0671,0.00116428,0.0293324
0.0672,0.00116721,0.0293326
0.0673,0.00117015,0.0293326
0.0674,0.00117308,0.0293325
0.0675,0.00117601,0.0293324
0.0676,0.00117895,0.0293321
0.0677,0.00118188,0.0293317
0.0678,0.00118481,0.0293312
0.0679,0.00118775,0.0293306
0.068,0.00119068,0.0293299
0.0681,0.00119361,0.0293291
0.0682,0.00119654,0.0293282
0.0683,0.00119948,0.0293272
0.0684,0.00120241,0.0293261
0.0685,0.00120534,0.0293249
0.0686,0.00120827,0.0293237
0.0687,0.00121121,0.0293223
0.0688,0.00121414,0.0293208
0.0689,0.00121707,0.0293193
0.069,0.00122,0.0293176
0.0691,0.00122294,0.0293159
0.0692,0.00122587,0.0293141
0.0693,0.0012288,0.0293122
0.0694,0.00123173,0.0293102
0.0695,0.00123466,0.0293082
0.0696,0.00123759,0.029306
0.0697,0.00124052,0.0293038
0.0698,0.00124345,0.0293015
0.0699,0.00124638,0.0292991
0.07,0.00124931,0.0292967
0.0701,0.00125224,0.0292941
0.0702,0.00125517,0.0292915
0.0703,0.0012581,0.0292888
0.0704,0.00126103,0.0292861
0.0705,0.00126396,0.0292833
0.0706,0.00126689,0.0292804
0.0707,0.00126981,0.0292774
0.0708,0.00127274,0.0292744
0.0709,0.00127567,0.0292713
0.071,0.0012786,0.0292682
0.0711,0.00128152,0.0292649
0.0712,0.00128445,0.0292617
0.0713,0.00128738,0.0292583
0.0714,0.0012903,0.0292549
0.0715,0.00129323,0.0292515
0.0716,0.00129615,0.029248
0.0717,0.00129908,0.0292444
0.0718,0.001302,0.0292408
0.0719,0.00130493,0.0292371
0.072,0.00130785,0.0292334
0.0721,0.00131077,0.0292296
0.0722,0.0013137,0.0292258
0.0723,0.00131662,0.029222
0.0724,0.00131954,0.029218
0.0725,0.00132246,0.0292141
0.0726,0.00132538,0.0292101
0.0727,0.0013283,0.029206
0.0728,0.00133123,0.029202
0.0729,0.00133415,0.0291978
0.073,0.00133707,0.0291937
0.0731,0.00133998,0.0291895
0.0732,0.0013429,0.0291853
0.0733,0.00134582,0.029181
0.0734,0.00134874,0.0291767
0.0735,0.00135166,0.0291724
0.0736,0.00135458,0.029168
0.0737,0.00135749,0.0291636
0.0738,0.00136041,0.0291592
0.0739,0.00136332,0.0291548
0.074,0.00136624,0.0291503
0.0741,0.00136915,0.0291458
0.0742,0.00137207,0.0291413
0.0743,0.00137498,0.0291368
0.0744,0.0013779,0.0291322
0.0745,0.00138081,0.0291277
0.0746,0.00138372,0.0291231
0.0747,0.00138664,0.0291185
0.0748,0.00138955,0.0291139
0.0749,0.00139246,0.0291092
0.075,0.00139537,0.0291046
0.0751,0.00139828,0.0290999
0.0752,0.00140119,0.0290953
0.0753,0.0014041,0.0290906
0.0754,0.00140701,0.0290859
0.0755,0.00140992,0.0290813
0.0756,0.00141283,0.0290766
0.0757,0.00141573,0.0290719
0.0758,0.00141864,0.0290672
0.0759,0.00142155,0.0290625
0.076,0.00142445,0.0290578
0.0761,0.00142736,0.0290532
0.0762,0.00143026,0.0290485
0.0763,0.00143317,0.0290438
0.0764,0.00143607,0.0290391
0.0765,0.00143898,0.0290345
0.0766,0.00144188,0.0290298
0.0767,0.00144478,0.0290252
0.0768,0.00144769,0.0290206
0.0769,0.00145059,0.0290159
0.077,0.00145349,0.0290114
0.0771,0.00145639,0.0290068
0.0772,0.00145929,0.0290022
0.0773,0.00146219,0.0289977
0.0774,0.00146509,0.0289931
0.0775,0.00146799,0.0289886
0.0776,0.00147089,0.0289841
0.0777,0.00147379,0.0289797
0.0778,0.00147669,0.0289753
0.0779,0.00147958,0.0289708
0.078,0.00148248,0.0289665
0.0781,0.00148538,0.0289621
0.0782,0.00148827,0.0289578
0.0783,0.00149117,0.0289535
0.0784,0.00149407,0.0289492
0.0785,0.00149696,0.028945
0.0786,0.00149985,0.0289408
0.0787,0.00150275,0.0289367
0.0788,0.00150564,0.0289326
0.0789,0.00150854,0.0289285
0.079,0.00151143,0.0289245
0.0791,0.00151432,0.0289205
0.0792,0.00151721,0.0289165
0.0793,0.0015201,0.0289126
0.0794,0.001523,0.0289088
0.0795,0.00152589,0.028905
0.0796,0.00152878,0.0289012
0.0797,0.00153167,0.0288975
0.0798,0.00153456,0.0288938
0.0799,0.00153745,0.0288902
0.08,0.00154034,0.0288866
0.0801,0.00154322,0.0288831
0.0802,0.00154611,0.0288797
0.0803,0.001549,0.0288763
0.0804,0.00155189,0.028873
0.0805,0.00155478,0.0288697
